Player,Team,batting_score,bowling_score,overall_score,Overall E(D),Season,Season_Adj,Player_team,Player_team_season
Kuldeep Yadav,Delhi Capitals,-16.24,-2.36,-18.6,-18.6,2022,2022,Kuldeep Yadav|Delhi Capitals,Kuldeep Yadav|Delhi Capitals|2022
LH Ferguson,Gujarat Titans,0.71,-155.5,-154.79,-154.79,2022,2022,LH Ferguson|Gujarat Titans,LH Ferguson|Gujarat Titans|2022
LS Livingstone,Punjab Kings,74.4,-9.62,64.78,64.78,2022,2022,LS Livingstone|Punjab Kings,LS Livingstone|Punjab Kings|2022
M Prasidh Krishna,Rajasthan Royals,-6.86,-11.25,-18.11,-18.12,2022,2022,M Prasidh Krishna|Rajasthan Royals,M Prasidh Krishna|Rajasthan Royals|2022
M Theekshana,Chennai Super Kings,1.62,65.41,67.03,67.03,2022,2022,M Theekshana|Chennai Super Kings,M Theekshana|Chennai Super Kings|2022
MM Ali,Chennai Super Kings,-2.27,77.88,75.61,75.62,2022,2022,MM Ali|Chennai Super Kings,MM Ali|Chennai Super Kings|2022
MR Marsh,Delhi Capitals,-17.46,-4.64,-22.1,-22.1,2022,2022,MR Marsh|Delhi Capitals,MR Marsh|Delhi Capitals|2022
MS Dhoni,Chennai Super Kings,-20.15,0,-20.15,-20.15,2022,2022,MS Dhoni|Chennai Super Kings,MS Dhoni|Chennai Super Kings|2022
Mohammed Shami,Gujarat Titans,0,-39.44,-39.44,-39.44,2022,2022,Mohammed Shami|Gujarat Titans,Mohammed Shami|Gujarat Titans|2022
Mukesh Choudhary,Chennai Super Kings,2.38,-136.53,-134.15,-134.15,2022,2022,Mukesh Choudhary|Chennai Super Kings,Mukesh Choudhary|Chennai Super Kings|2022
N Pooran,Sunrisers Hyderabad,-14.69,0,-14.69,-14.69,2022,2022,N Pooran|Sunrisers Hyderabad,N Pooran|Sunrisers Hyderabad|2022
N Rana,Kolkata Knight Riders,14.21,-5.62,8.59,8.59,2022,2022,N Rana|Kolkata Knight Riders,N Rana|Kolkata Knight Riders|2022
PP Shaw,Delhi Capitals,45.18,0,45.18,45.18,2022,2022,PP Shaw|Delhi Capitals,PP Shaw|Delhi Capitals|2022
PWH de Silva,Royal Challengers Bangalore,-17.59,110.44,92.85,92.85,2022,2022,PWH de Silva|Royal Challengers Bangalore,PWH de Silva|Royal Challengers Bangalore|2022
Q de Kock,Lucknow Super Giants,12.73,0,12.73,12.73,2022,2022,Q de Kock|Lucknow Super Giants,Q de Kock|Lucknow Super Giants|2022
R Ashwin,Rajasthan Royals,13.17,136.86,150.03,150.03,2022,2022,R Ashwin|Rajasthan Royals,R Ashwin|Rajasthan Royals|2022
R Powell,Delhi Capitals,20.15,-8.62,11.53,11.54,2022,2022,R Powell|Delhi Capitals,R Powell|Delhi Capitals|2022
RA Tripathi,Sunrisers Hyderabad,48.31,0,48.31,48.31,2022,2022,RA Tripathi|Sunrisers Hyderabad,RA Tripathi|Sunrisers Hyderabad|2022
RD Chahar,Punjab Kings,3.33,39.78,43.11,43.1,2022,2022,RD Chahar|Punjab Kings,RD Chahar|Punjab Kings|2022
RD Gaikwad,Chennai Super Kings,-5.01,0,-5.01,-5.01,2022,2022,RD Gaikwad|Chennai Super Kings,RD Gaikwad|Chennai Super Kings|2022
RG Sharma,Mumbai Indians,-35.83,0,-35.83,-35.83,2022,2022,RG Sharma|Mumbai Indians,RG Sharma|Mumbai Indians|2022
RM Patidar,Royal Challengers Bangalore,-17.19,0,-17.19,-17.19,2022,2022,RM Patidar|Royal Challengers Bangalore,RM Patidar|Royal Challengers Bangalore|2022
RR Pant,Delhi Capitals,40.07,0,40.07,40.07,2022,2022,RR Pant|Delhi Capitals,RR Pant|Delhi Capitals|2022
RV Uthappa,Chennai Super Kings,1.81,0,1.81,1.81,2022,2022,RV Uthappa|Chennai Super Kings,RV Uthappa|Chennai Super Kings|2022
Rashid Khan,Gujarat Titans,32.06,258.6,290.66,290.67,2022,2022,Rashid Khan|Gujarat Titans,Rashid Khan|Gujarat Titans|2022
S Dhawan,Punjab Kings,-37.75,0,-37.75,-37.75,2022,2022,S Dhawan|Punjab Kings,S Dhawan|Punjab Kings|2022
S Dube,Chennai Super Kings,16.13,-49.26,-33.13,-33.13,2022,2022,S Dube|Chennai Super Kings,S Dube|Chennai Super Kings|2022
SA Yadav,Mumbai Indians,22.82,0,22.82,22.82,2022,2022,SA Yadav|Mumbai Indians,SA Yadav|Mumbai Indians|2022
SN Thakur,Delhi Capitals,17.08,-238.94,-221.86,-221.86,2022,2022,SN Thakur|Delhi Capitals,SN Thakur|Delhi Capitals|2022
SO Hetmyer,Rajasthan Royals,-4.92,0,-4.92,-4.92,2022,2022,SO Hetmyer|Rajasthan Royals,SO Hetmyer|Rajasthan Royals|2022
SS Iyer,Kolkata Knight Riders,3.34,1.39,4.73,4.73,2022,2022,SS Iyer|Kolkata Knight Riders,SS Iyer|Kolkata Knight Riders|2022
SV Samson,Rajasthan Royals,28.69,0,28.69,28.69,2022,2022,SV Samson|Rajasthan Royals,SV Samson|Rajasthan Royals|2022
Shubman Gill,Gujarat Titans,2.66,0,2.66,2.66,2022,2022,Shubman Gill|Gujarat Titans,Shubman Gill|Gujarat Titans|2022
T Natarajan,Sunrisers Hyderabad,0,-166.87,-166.87,-166.87,2022,2022,T Natarajan|Sunrisers Hyderabad,T Natarajan|Sunrisers Hyderabad|2022
TA Boult,Rajasthan Royals,-1.16,-22.26,-23.42,-23.43,2022,2022,TA Boult|Rajasthan Royals,TA Boult|Rajasthan Royals|2022
TG Southee,Kolkata Knight Riders,-6.45,50.57,44.12,44.12,2022,2022,TG Southee|Kolkata Knight Riders,TG Southee|Kolkata Knight Riders|2022
Tilak Varma,Mumbai Indians,-15.92,7.45,-8.47,-8.47,2022,2022,Tilak Varma|Mumbai Indians,Tilak Varma|Mumbai Indians|2022
UT Yadav,Kolkata Knight Riders,12.12,111.5,123.62,123.63,2022,2022,UT Yadav|Kolkata Knight Riders,UT Yadav|Kolkata Knight Riders|2022
Umran Malik,Sunrisers Hyderabad,-2.15,-172.12,-174.27,-174.27,2022,2022,Umran Malik|Sunrisers Hyderabad,Umran Malik|Sunrisers Hyderabad|2022
V Kohli,Royal Challengers Bangalore,-31.97,0,-31.97,-31.97,2022,2022,V Kohli|Royal Challengers Bangalore,V Kohli|Royal Challengers Bangalore|2022
WP Saha,Gujarat Titans,-7.19,0,-7.19,-7.19,2022,2022,WP Saha|Gujarat Titans,WP Saha|Gujarat Titans|2022
YBK Jaiswal,Rajasthan Royals,10.47,0,10.47,10.47,2022,2022,YBK Jaiswal|Rajasthan Royals,YBK Jaiswal|Rajasthan Royals|2022
YS Chahal,Rajasthan Royals,-1.15,16.86,15.71,15.71,2022,2022,YS Chahal|Rajasthan Royals,YS Chahal|Rajasthan Royals|2022
